,tweet,directed,original_score,dt2_pred,roberta_pred,final_roberta_pred
299,Fan up @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,,1.0,1,2,2
1131,"Life Hacker debuts Steampunk iPad: 37 ft reclaimed copper piping, one mini-maglight, and &quot;kinda thin&quot; etch-a-sketch interface. #sxsw",iPad,2.0,1,1,1
1031,"Ha! Another mention for Apple Store: {link} - RT @mention Temporary #Apple store on 6th and Congress for #sxsw, along w...",,1.0,1,2,2
969,Why is there a line waiting for temp Apple store to open at #sxsw? Did I miss a product launch?,,1.0,1,0,1
995,Ahh. Wonderful news! RT @mention iPad 2 - is now available for online ordering. Go get urs. :-) #Sxsw,iPad,2.0,0,2,2
865,"Don't understand people who paid and travelled all the way to #sxsw would wait for hours to get ipad2, esp. when they already have an ipad.",,1.0,1,0,0
754,Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,iPad,2.0,1,2,2
166,iPad 2 goes on sale at 3 pm at #sxsw - I'm looking at you @mention ;) (32 gig no color preference) :),iPad,2.0,1,2,2
207,SXSW ladies with STDs: the iPad bot on twitter creator is the persistent guy who chased you all last night. #TakeOneForTheTeam #SXSW,,1.0,1,1,1
177,Sooo... Design for iPads session is just an hour long ad for me to buy and iPad and apps? #amismarternow? #sxsw,,0.0,1,1,1
500,"Diller doesn't think Daily was ready for market, doesn't know why anyone would do iPad-only anything #sxsw #sxswi",,1.0,1,0,0
1062,Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW,iPhone,2.0,1,2,2
598,iPad success at the apple popup store in Austin! #apple #sxsw  {link},iPad,2.0,1,2,2
1030,Awesome Restaurant Week app for #iphone - {link} #austinites #sxsw,iPad or iPhone App,2.0,2,2,2
1072,There's yet *another line* at the Austin Apple store for IPad 2! Going well around the block! #SXSW,,1.0,1,2,2
272,Can I tweet this if I only use APPLE :) RT @mention Microsoft's DPE will b SXSWi &amp; Tweeting @mention #microsoft &amp; #sxsw,,1.0,1,2,2
481,Killer meet ups with new and old friends today from Apple and Microsoft to solo killers and many in between #letschangetheworld #sxsw,Apple,2.0,1,1,2
1122,"Hmmm, something seems amiss at the #apple store #gsdm #SXSW #welivehere  @mention Apple Store, SXSW {link}",,1.0,1,0,0
1028,"Have you ever seen someone pay to have a guy wait in line for them for an Apple device? Yeah, I just did that. #Lame #sxsw",,1.0,1,0,0
0,They are EVERYWHERE: Apple Opening Pop-Up Store in Austin for #SXSW {link},,1.0,1,2,2
27,Love my new iPad 2-Seems much faster and more fluid then original and it's seems more natural to hold. Excited to use during #sxsw this week,iPad,2.0,2,2,2
351,"LOVE my new iPhone case, featuring @mention RT @mention - @mention So glad you got case! #zazzlesxsw #SXSW {link}",Other Apple product or service,2.0,2,2,2
1233,In need of ipad charger! Any suggestions/kind offers from peeps at #sxsw ?,,1.0,1,1,1
582,Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},iPad,0.0,0,1,1
837,Summary of my Twitter stream right now: Japan OMG! / #Android / #SXSW / Engadget :-( / effing Republicans! / iPad2 / alcohol,,1.0,1,0,0
282,@mention Feature @mention for the iPhone. We will be all over #SXSW this week!,iPhone,2.0,1,2,2
827,Kicking off the day by checking out the Apple pop up store. #sxsw,,1.0,1,2,2
150,Turning off Twitter until #sxsw is over and #ipad is forgotten.,iPad,0.0,1,0,1
1045,Why is wifi working on my laptop but neither that nor 3g on my iphone? grrr. #sxsw,iPhone,0.0,1,0,0
943,"Queueing for ipads instead of partying. Honestly, geeks, get a grip! RT @mention The iPad 2 Takes Over #SXSW [VIDEO] - {link}",,1.0,1,1,1
433,Grab one for my twin-girls? #sxswnl RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,,1.0,1,0,1
320,"@mention for the life of me, I can't get my iPad to sync all the sessions, only partial. iPhone is fine, iPad is deciding what it wants. #sxsw",iPad,0.0,1,0,0
2,@mention founder confirms new iPhone to be out in summer. #SXSW,,1.0,1,2,2
306,@mention From:UberSocial for iPhone now in the App Store includes UberGuide to #SXSW sponsored by Mashable {link},,1.0,1,2,2
1106,A delightful reprieve from #sxsw I spot something plugged in. Not an ipad. A flat iron. Bless you lady friend. Bless you.,,1.0,1,2,2
841,nice being able to use just the USB charging cord with out plug to add more juice to my iPhone. #DFW #SXSW,iPhone,2.0,2,2,2
423,#Mullenweg admits that iPhone app for Wordpress is not very good yet. Which is very true. Respect his honesty and awareness #sxsw,iPad or iPhone App,0.0,1,1,1
774,Notetaking bingo. Will they pull out an iPad 2 or a moleskin? #SXSW,,1.0,1,1,1
97,Whoa. Hang on. I just saw someone without an iPhone!! #SXSW,,1.0,1,0,0
1044,"Surprising or not surprising that you can type #sxsw on your iPhone perfectly? No autocorrect, no nothin'.",,1.0,1,2,2
1188,I'm eyeing the grilled cheese stand for after this session. Your mom has an iPad: designing for boomers.  #SXSW #4hb #cheatday,,1.0,1,1,1
1153,Publishing to your website from #sxsw try the Mpact app on your iphone,,1.0,1,1,1
283,They are geniuses. RT @mention I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW!,iPad,2.0,1,2,2
61,@mention get some Amy's Ice Cream and get comfortable #apple #ipad2 #SXSW #fb,,1.0,1,2,2
70,Don't forget tomorrow is the music tech category. Download our android or iPhone app before you show up. #sxswaccel #sxsw,,1.0,1,2,2
988,Food4Thought...juxtaposed on my iPad #SXSW is rocking; Lybian rebels are thwarted; it's a GORGEOUS day in LA &amp; Japan is reeling,,2.0,1,2,2
452,TM litle girl wants an iPad. Guess I got to get her one. #SXSW  (just checked into Apple POP UP Store) {link},iPad,2.0,1,2,2
369,@mention Glad to hear it. Have you had a chance to create your own iPhone case with us yet? Let's make it happen! #zazzlesxsw #sxsw,,1.0,1,2,2
498,@mention go.  &quot;@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game.  #SXSW&quot;,,1.0,1,2,2
502,Whoohoo! Got it! ;) RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,2.0,1,2,2
700,A really great comparison review of the iPad 2 and iPad 1 by @mention at #sxsw #GermanVersion -&gt; {link},,1.0,2,2,2
349,"Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw #ipad2 
 {link}",iPad,2.0,1,2,2
1325,&lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,iPad,2.0,1,2,2
231,Meet The Guy Who Bought The First iPad 2 At The #SXSW Apple Pop-Up Store {link},,1.0,1,1,1
424,Meet The Guy Who Bought The First iPad 2 At The SXSW Apple Pop-Up Store {link} #Apple #iPad2 #SXSW,,1.0,1,2,2
884,"#technology #Apple heads to #SXSW, sets up temporary store in Austin: Apple is going to be at SXSW this year,... {link} #tech",,1.0,1,2,2
649,"#technology Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #tech",Apple,2.0,2,2,2
38,TechCrunch - Apple Opening Pop-Up Store In Austin For SXSW #store #sxsw #apple {link},,1.0,1,2,2
730,Taken with an iPhone #SXSW  {link},,1.0,1,1,1
100,Come watch me make an ass of myself at the iPad 2 v Android v World panel. Radisson. 330pm. #SXSW,,1.0,1,1,1
1191,Awwww yeah!!! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,iPad,2.0,1,2,2
480,@mention Ha! I feel like the only person at #sxsw with a non-Mac/iPad!,Apple,0.0,1,2,2
103,"To be enchanting, offer the likeability of Virgin Airlines, the trustworthiness of Zappos &amp; great products of Apple. @mention #sxsw",Apple,2.0,2,2,2
600,Is music happening at #SXSW or is it just a lamewad promo fest for #zappos #Apple #Samsung etc. ????,Apple,1.0,1,1,1
1054,@mention Have y'all seen this? Temp Apple Store going up downtown for #SXSW. Would y'all stream from there instead? {link},Apple,2.0,1,1,1
1100,"&quot;We haven't done tablet stuff yet. It's hard enough for us to keep up with the android, iphone and bberry!&quot;  @mention #swswi #checkins #sxsw",,1.0,1,0,0
1304,Deep in the heart of texas...with my iPad and a margarita in hand...#SXSW {link},,1.0,1,2,2
657,"2011 is the year of the Pop Up, if these dueling offerings at #SXSW are any indication. Apple: {link} HP: {link}",,1.0,1,1,1
16,"@mention heard that apple's going to open a special store, they're expecting a lot of customers from #sxsw",Apple,2.0,1,2,2
342,"@mention Hey Eric, it was at a pop-up Apple store here at #SXSW -- nice long line of tech-savvy folks ready to spend hard-earned $",Apple,2.0,2,2,2
181,#Sxsw fashion essential #13:  photo on iPhone with @mention @mention or @mention,,1.0,1,1,1
517,Imagine this is only sight ok during #SXSW... RT @mention Homeless guy panhandling for an iPad 2 america is fucked  {link},,1.0,1,0,0
1167,@mention Hmmmm {link} #SXSW #Apple,,1.0,1,1,1
718,"Cue the choir music #SXSW  @mention Apple Store, SXSW {link}",,1.0,1,2,2
1143,"RIP my iPhone 4: June 2010 -  #SXSW. You survived a severe drop, but could not evade drowning. {link}",iPhone,0.0,1,0,0
93,At the iPhone dev meetup #SXSW,,1.0,1,1,1
47,Got an iPhone or Android app? Come see me at the Microsoft booth and I'll give you a token for free entry into our marketplace. ($99) #sxsw,,1.0,1,2,2
1095,Got an iPhone or Android app? Im in  back of the Phone Gap session.  Show me your app and get into the Windows Phone marketplace free. #sxsw,,1.0,1,1,1
375,I wonder how many #iPad2's #Apple will sell at #SXSW. {link},,1.0,1,2,2
453,I wonder how many iPad 2's will be purchased in Austin this Friday?! #SXSW,,1.0,1,1,1
88,Walking through the trade show at #sxsw is basically swapping 10 business cards for chances to win 10 different iPad 2s.,,1.0,1,1,2
760,Just bought an #iPad2 at the downtown Austin Apple store. 5 min wait in line to get in. Salesperson Darryl was excellent. #sxsw,Apple,2.0,1,2,2
1148,"Just bought iPad 2. In and out in 15 minutes #SXSW (@mention Apple Store, SXSW w/ 23 others) {link}",iPad,2.0,1,2,2
1272,Just bought one of the last few iPads at the Apple Store in downtown Austin at #SXSW. They sold out before I was done purchasing.,iPad,2.0,1,1,1
117,Passed a huge queue for iPad design for boomers on the way to what mobile apps can learn from comic books (also full). #SXSW,,2.0,1,2,2
450,"@mention I agree ‰ЫУ Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,2.0,1,2,2
1253,@mention I can't see you in this picture... RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},,1.0,1,1,1
1236,@mention i heard the downtown location sold $1m in merchandise last night #sxsw #apple #ipad2,,1.0,1,2,1
799,Mistakes I Made Building Netflix for the iPhone at SXSW. #SXSW #netflixiphone,,1.0,1,1,1
348,Mistakes I made building Netflix for the iPhone. #sxsw @mention The Hilton {link},,1.0,1,1,1
1309,@mention I think I got it because I bought something at apple - and it assumes that I'm at the apple popup store at #sxsw,,1.0,1,2,1
421,@mention I used to think that and then they started making great apps. Official #SXSW app on iPad blows the other versions (and site) away.,iPad or iPhone App,2.0,2,2,2
871,@mention I wish we had our LiveBlog iPhone app &amp; #wordpress plugin ready for #SXSW. Not quite.,iPad or iPhone App,2.0,1,1,1
73,@mention I'm glad I don't have an iPad 2 ... I think. #sxsw,iPad,0.0,1,2,2
6,@mention I'm in the #touchingstories #iPad and/or #tablet #SXSW  workshop. Would LOVE to chat afteward!,,1.0,2,2,2
745,"@mention I'm not going to #sxsw this year, not geeky enough. Instead @mention &amp; I are challenging each other in Boggle on the iPad",iPad or iPhone App,1.0,1,0,1
1333,@mention I'm ready for both:) Not sure the interoperability problem between iPhone &amp; Android has been solved:) #SXSW,,1.0,1,2,2
300,Dang it. I've touched an iPad 2. I WANT!  *sigh* #SXSW,iPad,2.0,1,2,2
890,"Totalitarian thought in action: People worldwide come to Austin, TX for #SXSW and decide to spend their time in line at an Apple Store.",Apple,0.0,1,1,1
325,1 Lady Alice Apple + Siggi's Skyr = epic #sxsw snack,,1.0,1,1,1
389,the unofficial SXSW App Showcase: {link}  #mobile #iphone #SXSW,,1.0,1,1,1
537,@mention id love to know how many non-iPhone users are at #SXSW really... i mean cmon :),,1.0,2,2,2
226,"Like I said, peeps taking pictures with iPad 2 looking ridculous! Still want one. #SXSW  {link}",iPad,2.0,1,2,2
1346,"Ceder Rapids Andy, ping me, I want to interview you in the livestream #suasxsw #sxsw, Am in front row w iphone, flip and Mac in my hand :)",,1.0,1,2,2
1298,I won't lie - I've had a chance to watch people actually using the iPad at #sxsw and it makes me want one. :-/,iPad,2.0,1,2,2
601,I wonder if Apple is setting up a makeshift shop at #SXSW to sell iPad2's tomorrow!?,,1.0,1,1,1
1215,"Still a big line outside of Apple's pop-up shop, 3 days after iPad's debut. #sxsw",,1.0,1,2,2
824,"Taking Flight Away from Big Apple's NYC Nest: Barely hatched, startups take flight at SXSW  {link} #SXSW #Startups",,1.0,1,1,1
882,#iPad design/UI tip: ‰ЫПbuttons are a hack -approach them with skepticism ‰ЫП #tapworthy #sxsw,iPad,0.0,1,0,1
1099,Farmers like Blackberry smart phones because iPhone's &quot;don't last long on the farm&quot;. #mobilefarm #sxsw,iPhone,0.0,2,2,2
652,Photo: Still a lineup around the block at the #sxsw apple store. {link},,1.0,1,1,1
768,Just in time: @mention launch Unofficial #SXSW Insider's Guide for iPhone. Nice. {link} #bynd,iPhone,2.0,1,2,2
795,Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity,,1.0,1,1,1
1150,"Longest line at #sxsw? The Apple Store, of course.  {link}",,1.0,1,2,2
1081,Wait in line at #SXSW apple store for iPad 2,iPad,2.0,1,1,1
521,"The geek influence hit new highs yesterday, when Apple opened a pop-up store at #SXSW for the sale of the iPad 2. {link}",,2.0,1,2,2
543,Afraid being at #SXSW would make you miss out on buying the new iPad? No worries - Apple is opening a pop up shop there {link},,1.0,1,2,2
173,"We‰ЫЄre giving away 5 dual compatible juice pack airs for iphone 4 NOW! First come, first serve in front of Hall 3 #winning #SXSW",,1.0,1,2,2
25,"We're giving away a shiny iPad 2 at SXSW Quotables, simply sign up to be entered automatically! &gt;&gt; {link}  #ipad2 #sxsw",,2.0,1,2,2
74,"Good morning everybody
 The #iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable
#apple",iPad,2.0,1,2,2
512,"What's going on at #sxsw today? Share photos, video with iReport: {link} or through CNN iPhone app!",,1.0,1,1,1
958,It's amazing that the Apple Pop-Up Austin Store was executed so quickly. 1 week {link} via @mention #SXSW,Apple,2.0,1,2,2
371,I'm sporting the new @mention 3 for iOS/iPhone - get it &amp; install it just in time for what ever it is your doing. #4sq #SXSW,iPad or iPhone App,2.0,1,2,2
202,"Good morning, #SXSW. What r u talking abt on Twitter now according to @mention @mention ipad design, geogames and design headaches",,1.0,1,1,1
15,{link} think I can get my boss to buy our new ipads this weekend? #sxsw,,1.0,1,1,1
676,"I Added Linkedin =) -  HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,1.0,1,1,1
87,GroupMe Wins Best Group Messaging App at SXSWi {link} #FastSociety #iPhone #iPhone4 #SXSW #TexasEvery,iPad or iPhone App,2.0,1,2,2
451,"@mention Instagram, but it's iPhone only at the moment mister &quot;Has to be cool and different and get an EVO&quot; that SUCKS. #sxsw",iPhone,0.0,1,0,0
540,A good point! RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology because they don't go to conferences&quot;,Apple,2.0,2,2,2
897,Does the intro of iPhone on Verizon change the drama of #SXSW mobile service? Somebody needs to capture the stats. #checkinfrenzy #scaletest,,1.0,1,1,1
217,via @mention - #Apple set to open temp store in downtown #Austin during #SXSW - {link}  #iPad2,,1.0,1,2,2
690,hey @mention heard you're at #sxsw. Come by to the @mention grille and make your comic into a iPhone case? What do you say? :],,1.0,1,1,1
778,Hey @mention if you were to design any image onto an iPhone case...what would it be? We might have a surprise for you at #sxsw ;],,1.0,1,2,2
604,RT: @mention Now online: First iPad 2 in the Wild at #SXSW {link},iPad,2.0,1,1,1
1223,"And @mention opens with some tech talk on the Apple store and whore PCs. right crowd, they dig! -carrie #sxsw",,1.0,1,2,2
139,Tuh @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by {link},,1.0,1,2,2
1085,RT ‰ЫП@mention The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?‰Ыќ YES. Think of it as the ultimate offsite trade show &quot;booth.&quot;,,1.0,1,2,2
574,Hey @mention we're at the @mention grill too!! Why don't you come by? You can create a customizable iPhone cases for a tweet! #sxsw,,2.0,1,2,2
193,"Packing #iPad &amp; #Android phone 2 fly from UK 2 Austin, TX for #sxsw Especially interested in the health track #sxswi #sxswh #hcsm #hcsmeu",,1.0,1,2,2
1213,Win free IPad 2 from webdoc.com #sxsw RT,,1.0,1,2,2
1251,I heart #iPad 2. {link} #SXSW,iPad,2.0,1,2,2
437,Using an IPad for a set list! #SXSW band,iPad,2.0,1,1,1
591,"Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @mention}",,1.0,1,1,1
1058,Who said iPad? at Apple Store #SXSW photos by  @mention @mention @mention @mention @sheltongreen @EricSchu_Ras  {link},,1.0,1,1,1
83,"What? no iPad? RT @mention Decision not 2 lug laptop 2 #Sxsw I feel like I'm missing my right arm. Or left arm, since I'm a southpaw",iPad,2.0,1,0,0
21,My #sxsw iPhone screen.,,1.0,1,1,1
255,Fuck the iphone! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},iPhone,0.0,1,1,1
1146,"Chips, chips &amp; more chips; appears to be the official meal of #SXSW &amp; what I've lived on for 4 days (tons of Miller Light &amp; iPhone apps too)",,1.0,1,2,2
1301,Some inspiring stories coming out of #SXSW RT @mention @mention &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,1.0,0,2,2
1334,@mention is an out-of-town douchebag selling his new ipad 2 above sticker price. {link} #sxsw,,1.0,1,0,0
577,Go get this app @mention fast :) RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,iPad or iPhone App,2.0,1,2,2
759,@mention is looking a lot better on the iPhone now. Good to see the occasional tweet from #SXSW too,iPhone,2.0,1,2,2
948,"My row this morning two people hand writing notes, one person on a Blackberry and me on a #pc - proof Apple isn't a monopoly at #sxsw",Apple,0.0,1,2,2
808,@mention is my favorite iphone app at the moment-it makes me feel creative!  I'm planning on using it at #SXSW! {link},iPad or iPhone App,2.0,1,2,2
1282,"Loving this! Hello, Holler Gram for iPad {link} via @mention #SXSW",iPad or iPhone App,2.0,2,2,2
370,You said it!  Even better 2 have iPhone w/Verizon! Revenge 4 yrs of ridicule! RT @mention Very glad to be a #verizon customer! #sxsw,iPhone,2.0,1,2,2
489,You know it's bad with you have to un-RSVP just to see/use your calendar.  #iphone #sxsw #FML,,0.0,1,0,0
1294,I think literally everyone here has an iPhone. A guy just dropped his iPhone on my foot. #sxsw,,1.0,1,0,1
48,Playing with {link}  New service rolled out at #SXSW  Web or iphone version.  Android and webos?,,1.0,1,1,1
241,Finally with a picture! RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,,1.0,1,2,2
65,"My exclusive Apple iPad 2 Review: More of the Same, but Still Better Than the Rest {link} #bnet #biz #ipad2 #apple #sxsw #ipad",iPad,2.0,1,2,2
928,@mention jealous! I love both apple stores and #sxsw!,Apple,2.0,2,2,2
528,@mention Just synced my #iPad2 and full of Apple joy #SXSW ;),iPad,2.0,1,2,2
578,Get a look at SXSW's rumored Apple pop-up store {link} #Apple #AppleStore #iPad2 #SXSW,,1.0,1,2,2
567,Get a look at SXSW's rumored Apple pop-up store {link} #sxsw #apple,,1.0,1,2,2
256,First talk of the day : iPad design headaches. #SXSW,iPad,0.0,1,1,1
157,Josh Clark:  I hate the iPad's back button with the heat of a million suns.  #tapworthy #SXSW,iPad,0.0,1,0,0
892,The hannukah miracle of the morning: uncharged iPhone still at 55% battery #sxsw,iPhone,2.0,1,2,2
381,sounds like a job for #sxsw RT @mention Some detail about the new Bomb It iPhone App would love some early adopters! {link},iPad or iPhone App,2.0,2,2,2
1152,#iPad2 takes over #sxsw. The line was already halfway down the block around noon. Craziness (via @mention  {link},iPad,2.0,1,1,1
1181,Awaiting Keynote speaker Chris Poole. #SXSW #iPhone  #TwitPict {link},,1.0,1,2,2
1172,Survival kit provided to folks in line at the #SxSW apple store this morning... Genius!  {link},Apple,2.0,1,2,2
942,Successful #sxsw trip. Learned a ton. Lots of new insights / knowledge. New reading list / playlists. Wrote &amp; submitted a new iPhone app.,,1.0,1,2,2
1087,Apple will be setting up shop @mention #SXSW this year. {link} The Whole of Geekdom can now take a collective shy of relief.,,1.0,1,2,2
1112,"Msft panel on touch interfaces shows a bunch of tablets, but no iPad #sxsw #DontBeHatin",iPad,2.0,1,1,1
448,Why is all the prizes at #SXSW apple products? Sigh,Apple,0.0,1,0,0
622,"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",iPad,2.0,1,2,2
198,"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",iPad,2.0,1,2,2
767,They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,,2.0,1,2,2
274,Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,,1.0,1,2,2
679,"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,2.0,1,1,1
75,#SXSW Apple picked a great venue to launch the new Ipads.,Apple,2.0,2,2,2
641,Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,2.0,2,2,2
771,#sxsw apple store run out for the day :( boo apple.,Apple,0.0,1,0,0
650,From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw: From #Apple to Naomi Ca... {link},,1.0,1,2,2
248,&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Apple,0.0,1,2,2
18,Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; #SXSW #UXDes,iPad,2.0,1,2,2
386,Barry Diller: Newsbeast Merger Might Not Work: Barry Diller... {link} #News #Barry_Diller #iac #Newsweek #sxsw #Cyber #iPhone,,1.0,1,0,0
1017,Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,,1.0,1,1,1
713,Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,Apple,0.0,2,2,2
312,#SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,iPhone,0.0,1,1,1
293,And how clever that the iPad2 comes out the first day of #SXSW with a pop up apple store right indoor town Austin. Clever!,iPad,2.0,1,2,2
952,"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Apple,2.0,1,1,1
1125,"First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",,1.0,1,2,2
357,watching live. Not the tsunami. Apple iPad line at Austin #sxsw. Mostly @mention oh and that sexy @mention,,1.0,1,2,2
1351,"I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",,1.0,1,2,1
1237,iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,iPad,2.0,1,2,2
428,Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,iPad,2.0,1,2,2
1091,"Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",,1.0,1,2,2
777,Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,iPad or iPhone App,2.0,1,2,2
927,"Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",,1.0,1,0,0
390,Rumoured location of apple pop up store iun austin texas #sxsw...cheers {link},Apple,1.0,1,2,2
660,@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,2.0,1,2,2
1277,@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},,2.0,1,2,2
1322,Awesome. Lost colleague. Left iphone in car. #fail #sxsw,,1.0,2,0,0
1051,@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,iPad,2.0,2,2,2
961,"RT #LOVE&lt;=&gt; Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW? Please let me know.: Hey...",,1.0,2,2,2
624,4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},,1.0,1,2,2
874,"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",iPad,2.0,1,2,2
1344,Scepticism expressed about iPad newspapers at #SXSW {link},,1.0,1,1,1
1332,"I know I'm late to the game here, but I REALLY dig #flipboard for iPad #SXSW",iPad,2.0,1,2,2
793,At Gingerman. There's a gent in a kilt playing with an iPad. #NNNNEEERRRRDDDDSSS #sxsw,,1.0,1,1,1
954,Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,,1.0,1,1,1
1135,OMG SIGN ME UP! Until when? RT @mention We're officially at #SXSW! Come by the @mention Grill &amp; you‰ЫЄll get to make your own iPhone case!,iPhone,2.0,1,2,2
307,yup. RT @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2.0,2,2,2
1229,"Next up @mention #sxswi: Your Mom Had An #iPad, Designing For Boomers #SXSW #sxswi",,1.0,1,1,1
9,Cool RT @mention Apple set to open popup shop in core of #SXSW action {link},,1.0,1,2,2
233,yawn RT @mention Apple set to open a pop-up shop at the #SXSW Interactive Conference. {link} #apple #iPad2,Apple,2.0,1,2,2
109,LUV! RT @mention Best thing I heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief Don't need iPad 2&quot; (@mention @mention,,1.0,0,2,2
1171,"Awesome @mention By my rough calculation, the beard to iPad ratio at SxSW is 1:1. #sxsw",,1.0,2,2,2
698,RT &gt; @mention Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad #internet,,1.0,1,2,2
350,"Yay! RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",iPad or iPhone App,2.0,1,2,2
1240,"Yup. RT @mention I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",,1.0,1,2,1
1177,Haha RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,iPad or iPhone App,2.0,1,1,1
1221,Cool RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 .. {link},Apple,2.0,2,2,2
430,WOW! RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,1.0,1,2,2
1155,Watching Mike Tyson demo his new iPhone app. #sxsw,,1.0,1,1,1
237,just got mine &amp; i disagree RT  @mention Peter Cashmore on iPad 2 it's only a minor improvement Not worth it unless you've $ 2 burn #SXSW,iPad,0.0,1,0,0
844,I just commented: Where is the bus here at #SXSW? in the John Lennon Educational Tour Bus iPhone App {link},,1.0,1,1,1
468,Indeed - more info @mention + #AppleATXdt RT @mention Witness the Spectacle of the Apple Popup Store [#SXSW] {link},,1.0,1,2,2
625,"An iPad, mp3 recorder, flipcam, iPod, laptop ... yup, I'm going to #SXSW with team #MSUSXSW {link}",,1.0,1,2,2
797,"Initial impressions: White iPad 2 = awesome, seems so much quicker at web browsing ...even on the shitty wifi here at #sxsw",iPad,2.0,2,2,2
